,episode no.,speaker,dialouge
7227,28,Cowboy Morty:,  * drop cowboy pistol * prop th prop
7228,28,Cop Morty:,  big ya
7229,28,Big Morty:,  never figur * cop rick aim cop morty *
7230,28,Cop Rick:,  enough
7231,28,Cop Morty:,  kill ’ll talk
7232,28,Cop Rick:, 
7233,28,Cowboy Morty:,  one thing ’s sure : worri cowboy morty talkin ’ littl cowpok ’s go mosey * walk away cop rick turn cop morty *
7234,28,Cop Rick:,  told put faith right morty got faith partner right thing * cop morty paus beat start cri tear face *
7235,28,Cop Morty:,  oh grandpa rick want citadel anymor want regular kid want go school throw ball around masturb
7236,28,Cop Rick 2:,  hell happen
7237,28,Cop Rick:,  old stori rick kill morti
7238,28,Negotiator Rick:,  okay man okay got portal gun
7239,28,Negotiator Rick:,  hell ’s * rick j-22 first remov pink tube connect behind headgear throw headgear simpl rick ; wake immedi *
7240,28,Simple Rick:,  wh
7241,28,Rick J-22:,  bad place go better one soon
7242,28,SWAT Team Rick 1:,  * bang side window * hey hey * rick j-22 fire portal next simpl rick *
7243,28,Negotiator Rick:,  no-- * rick j-22 push simpl rick portal instantli blend geyser blood * goddammit
7244,28,Rick J-22:,  portal
7245,28,Negotiator Rick:,  know kill leverag
7246,28,Rick J-22:,  come get motherfuck
7247,28,Purple Suit Rick:,  stop * wear purpl suit green shirt green tie purpl top hat carri gold cane * ’m
7248,28,SWAT Team Rick 2:,  terrorist
7249,28,Rick D. Sanchez III:,  rick * walk chamber greet rick j-22 * citadel found rick rick free * taps rick j-22 ’s head cane * name young man
7250,28,Rick J-22:,  rick i’m--
7251,28,Rick D. Sanchez III:,  age know long work
7252,28,Rick J-22:,  fifteen year
7253,28,Rick D. Sanchez III:,  hell becom * turn swat team rick * whatev time go make serv serv end * walk rick j-22 * come friend
7254,28,Rick J-22:,  go
7255,28,Rick D. Sanchez III:,  new life start walk fuck
7256,28,Rick Worker:,  yo j-22 give ’em hell
7257,28,Narrator:,  rick held factori hostag murder boss sever co worker factori made cooki flavor lie
7258,28,Narrator:,  made us take look bargain got tast real freedom
7259,28,Narrator:,  captur tast keep give give right back everi bite new simpl rick freedom wafer select * show wafer display screen * come home uniqu flavor shatter grand illus come home simpl rick
7260,28,Fat Morty:, 
7261,28,Slick:,  * four morti walk gate slick drop pipe along way *
7262,28,Fat Morty:,  wish portal say wish come true give someth realli import * take food machin bag * panini maker wish million sandwich * drop panini maker portal turn back lizard morty * ye see ironi
7263,28,Lizard Morty:,  guess wish someth cooler dumbass surfer necklac * throw necklac portal ; glass take candi bar *
7264,28,Glasses Morty:,  wish incest porn h mainstream appeal f friend mine * slick take step forward feel withdrawn *
7265,28,Slick:,  none thing go happen know morty wish never come true citadel
7266,28,Lizard Morty:,  bring us
7267,28,Slick:,  wish would chang wish anyth life would chang
7268,28,Glasses Morty:,  well hope put someth pretti goddamn import
7269,28,Slick:,  doubt * throw portal ; glass lizard scream shock *
7270,28,Glasses Morty:, 
7271,28,Lizard Morty:, 
7272,28,Glasses Morty:,  mayb mayb went somewher nice
7273,28,Rick PA Announcer:,"  * via speaker * """
7274,28,Campaign Manager Morty:,  * get * got stop * wipe bloodstain face * cou could allow win
7275,28,Bodyguard Rick 1:,  * burp * work aim bro
7276,28,Campaign Manager Morty:,  aliv got listen * show campaign badg * work campaign manag morty seem
7277,28,Bodyguard Rick 2: ,yeah well morty seem like president
7278,28,Campaign Manager Morty:, 
7279,28,Bodyguard Rick 2:,  yeah * airlock door close ; campaign manag morty immedi bring document cri bodyguard rick avail *
7280,28,Bodyguard Rick 1:,  blowout * push button airlock panel campaign manag morty instantli suck space along dossier content *
7281,28,Bodyguard Rick 2:,  hardli call blowout almost close enough trigger recount
7282,28,Bodyguard Rick 1:,  jesus joke secur
7283,28,Cop Rick:,  still alreadi confess everyth
7284,28,Officer Rick 1:,  case review * press button unlock cop rick ’s handcuff * free go
7285,28,Cop Rick:,  violat least dozen department code
7286,28,Officer Rick 1:,  new department new code * leav room *
7287,28,Officer Rick 2:,  new citadel * leav offic rick 1 *
7288,28,Glasses Morty:,  miss graduat new rick
7289,28,Teacher Rick:,  graduat new rick school ’s curriculum chang
7290,28,Glasses Morty:, 
7291,28,Teacher Rick:,  know know ’ve fire * take flask unscrew top walk * good luck turd
7292,28,Lizard Morty:,  holi crap slick ’s wish came true * see glass fat morty smile *
7293,28,Rick D. Sanchez III: ,sorri ’m late mr president littl crisi work
7294,28,Steve Jobs Rick:,  worth * eat simpl rick wafer cooki ; see president morty haircut barber rick *
7295,28,President Morty: ,problem * barber rick * uh littl top * continu * say
7296,28,Garment District Rick:,"  say * air quot * "" president morty "" care sit seat rick morty goddam"
7297,28,President Morty:,  realli speak everyon
7298,28,Other Ricks:,  yeah yeah * president morty turn back hold mirror *
7299,28,President Morty:,  well think import clear rais hand speak
7300,28,Barber Rick:,  * keep cool * enough top * three offic rick enter *
7301,28,President Morty:,  know * turn two remain rick *
7302,28,Steve Jobs Rick:,  * beg * ye ye ye goddamn ye
7303,28,Good-Looking Rick:,  * beg * ye great
7304,28,President Morty:,  good
7305,28,President Morty:,  seem like good time drink cold calcul speech sinist overton speech polit order brotherhood power
7306,28,President Morty:,  speech campaign * look glass brandi give sinist express * time action
7307,28,Rick:,  whoa hahaha yeah atlantis babi
7308,28,Morty:,  amaz * take snorkel flipper *
7309,28,Rick: ,got mermaid puss
7310,28,Morty:,  ’m realli hope one thing see way hey um still curiou might happen crazi citadel place
7311,28,Rick:,  * take seawe pant * pssh morty place never bear live ever unlik mermaid puss yeah go back second go shit everi week man atlanti
7312,28,Morty:,  * rick continu celebr * whoo yeah yeaah ohhh shit
7313,29,Rick,: morty hurri
7314,29,Morty,: return truth tortoise
7315,29,Rick,: morty whatev drop truth tortoise also realli import whatev look eye
7316,29,Morty,: look rick ’ve look
7317,29,Rick,: go know everyth morty good job way go [ bleep ] everyth
7318,29,Morty,: head ah oh geez get truth tortois head
7319,29,Rick,: yeah told look eye [ smith famili live room]hey morty let us watch interdimension cabl rememb use
7320,29,Morty,: rick go go like truth tortois shit head wish could
7321,29,Rick,: eras memori mind
7322,29,Morty,: know go say
7323,29,Rick,: come morty come
7324,29,Rick,:
7325,29,Morty,: hell
7326,29,Rick,: morty archiv experi ’ve beg remov life lest go insan call morty ’s mind blowers.and ’ll instead interdimension cabl
7327,29,Morty,: long ask remov memori
7328,29,Rick,: sinc first time mind blown.ahh classic dust first time ’ve done
7329,29,Morty,:
7330,29,Rick,": call one "" moonspiraci """
7331,29,Morty,: huh wow.that incredible.what heck
7332,29,Beth,: morty realiz ridicul sound
7333,29,Rick,: yeah pretti crazi stori morty
7334,29,Morty,: seriou half crap ’ve seen think sound crazi
7335,29,Rick,": ’ve 300 version earth ’s moon includ one ’ve never seen sign "" regular dude "" describ hang"
7336,29,Summer,: probabl smudg len
7337,29,Morty,: smudg lens smudge lens know differ man threaten smudg goddamn lens summer
7338,29,Beth,: morty calm feel okay
7339,29,Morty,: ’m fine
7340,29,Summer,: sensit
7341,29,Principal,: kid ’d like introduc new guidanc counselor mr lunas
7342,29,Mr. Lunas,: look forward help guid toward brighter future.i believ everi student shoot moon
7343,29,Morty,: got son bitch
7344,29,Principal,:
7345,29,Morty,: proof mr lunas say guidanc counselor assum qualifi one also live moon
7346,29,Principal,: okay hmm anyth hurt anyon
7347,29,Morty,: oh someth
7348,29,Principal,": think understand "" someth "" "" live moon "" okay ’ll talk"
7349,29,Morty,: say
7350,29,Principal,: deni moon stuff pedophil deni bread butter
7351,29,Morty,: pedophil
7352,29,Principal,: think thought moon thing might code
7353,29,Morty,: liter moon
7354,29,Principal,: well saw react moon dude like ‘ em young
7355,29,Marine,: gordon luna good marin know drove take life want rememb good thing like certain angl peopl would say look like smudg
7356,29,Morty,: oh god done done jesus made guy kill
7357,29,Rick,": liter sens one call "" morty ’s menagerie "" titl though "" simpson "" halloween special like clip show made clip never saw believ got put menageri"
7358,29,Morty,: guy collect live be
7359,29,Rick,": yeah know like commemor plate less put ’ll get still activ date 40 assess cold indiffer beani head prick hey keep luck menageri beneath "" boulder peopl "" granitor seven"
7360,29,Morty,: take anymor rick
7361,29,Rick,: relax morty
7362,29,Morty,: relax r r rick got get care take anyth
7363,29,Rick,: anyth
7364,29,Morty,: anyth
7365,29,Rick,: right well go take shirt yet ’ll tell
7366,29,Lady Scientist,: dear god
7367,29,Dude Scientist,:
7368,29,Lady Scientist,: signal turn way put instruct
7369,29,Official,:
7370,29,Lady Scientist,: vehicl sir interstellar vehicl
7371,29,Official,: ’ll need pilot wonder volunt mm
7372,29,Lady Scientist,": oh schemat specifi second smaller pilot mean realli specifi smaller exactli 5’3 """
7373,29,Official,: chang may major liber art think make histori
7374,29,Lady Scientist,: primari system check auxiliari system check.se soon
7375,29,Rick,: okay
7376,29,A whole bunch of people I don't know,greetings.y look ’ve possess form mind accept.her customari cloth gifts.pleas put on.- may cours yes.w follow instructions.w much learn you.i know right
7377,29,Morty,: hey come abl see peopl ’s memori would around
7378,29,Rick,": yeah sometim got littl edit morty help mind blower play littl bit better upon revisit call one "" whole enchilada "" morty ’ll make urin drinkabl"
7379,29,Morty,: keep shop
7380,29,Zikzak,: zikzak
7381,29,Rick,: ah shit morty get behind [ bleep ] alien overlord okay oh misjudg
7382,29,Morty,": [ reads]""i floop floopian pleas kill """
7383,29,Rick,: right morty floop floopian achiev etern orgasm afterlif long kill great warrior ’m flatter way thank much
7384,29,Morty,: go kill
7385,29,Rick,: eh let us get lunch first want get shot head
7386,29,Zikzak,: well long wound fatal realli mind shoot
7387,29,Rick,: cool ’m go go take quick shit
7388,29,Morty,: well got say know ’m littl enviou speci actual afterlif got nice
7389,29,Zikzak,: wh mean
7390,29,Morty,: well know earth w know go must nice guy know proof ’s pud know evid
7391,29,Zikzak,: evid suppos evid
7392,29,Rick,: um yeah uh otherwis know true wait
7393,29,Rick,: right want outsid
7394,29,Morty,: run
7395,29,Zikzak,: want die oh god real oh hurt oh doubt let make doubt aah blame blame
7396,29,Morty,: said evid
7397,29,Rick,: ton evid well silver lining.now know religion ’s real hell look good.i notic never finish chimichanga got room know mean
7398,29,Morty,: holi [ bleep ] mani horribl mistak ’ve made mean mayb ’d stop make mani let learn
7399,29,Rick,: break back creat lesson morty freeform antholog ’m get annoy hear see around mind ’s blown countless time alway
7400,29,Morty,: ah [ bleep ] even
7401,29,Rick,": better good one great "" booger aids "" "" aid booger "" got start use real file names.in meantim enjoy grab bag mind blower call "" poop aid underscor copi """
7402,29,Alien King,: ’m unreason man beth smith know children everyth mammal spare one live simpli choos
7403,29,Beth,: summer summer
7404,29,Rick,: go believ this.i went phoeb instead titan.it like hello saturn ten moon time stop name start number know wh asshol
7405,29,Beth,: morty pleas
7406,29,Morty,: morty gone voltamatron destroy world
7407,29,Summer,: grandpa rick must scientif way save
7408,29,Rick,: scientif may way morty know grandpa know mean love morty got fight thing know stronger us
7409,29,Beth,: morty mom love fight
7410,29,Summer,: come morty fight stupid worm thing love love much ye morty come pull
7411,29,Rick,: touch keep love morty
7412,29,Beth,: still love thing 6:00
7413,29,Summer,: oh god keep look
7414,29,Rick,: geez morty come pinch alreadi oh god sorri morty love god go intermiss excus order larg evil space worm.i know like demon slug stomach happi sorri
7415,29,Morty,: well guess nice know whole famili suck blue one fault purpl one famili ’s red one
7416,29,Rick,: yeah read morty
7417,29,Morty,: ahh
7418,29,Rick,: [ bleep ] need find shelter sunset morty venzenulon nine night temperatur 300 ’ll freez morty w we’ll dead second
7419,29,Morty,: think saw cave
7420,29,Rick,: ’ve seen mani movi morty cave go cut go use beebo
7421,29,Morty,: beebo led us water friend
7422,29,Rick,: even feel
7423,29,Morty,: oh
7424,29,Rick,: want die morty get beebo oh brace ice limit come wait venzenulon nine venzenulon seven
7425,29,Morty,: wait minut would ask remov red one stuff want remov
7426,29,Rick,: ooh clever morty use color sort thing ’m mous european children ’s book
7427,29,Morty,: pink one liquor
7428,29,Rick,: liquor [ bleep ] close
7429,29,Morty,: lost captain sky gave life upris
7430,29,Rick,: yeah realli make think huh morty never take thing granit
7431,29,Morty,:
7432,29,Rick,: ’m say life ’s short take thing granit
7433,29,Morty,": say "" granit """
7434,29,Rick,: well yeah
7435,29,Morty,": "" grant "" "" d. "" take thing grant actual think jesus christ rick boulder rock person long say wrong"
7436,29,Rick,: oh like huh b b bet realli blow mind
7437,29,Morty,: mean yeah kind great
7438,29,Rick,: want eras
7439,29,Morty,:
7440,29,Rick,: ah [ bleep ]
7441,29,Morty,: [ bleep ] knew piec [ bleep ] [ bleep ] asshol rick
7442,29,Rick,: take easi morty come relax
7443,29,Morty,: ’m go [ bleep ] relax come
7444,29,Rick,: let go littl bitch
7445,29,Morty,: ’m go grab scruff
7446,29,Rick,: take
7447,29,Morty,: ohh
7448,29,Rick,umm
7449,29,Morty,: umm uhh.-
7450,29,Rick,: go
7451,29,Morty,:
7452,29,Rick,:
7453,29,Morty,: think ’m adolesc boy
7454,29,Rick,: huh ’m elderli man appear kind secret confin space.yeah umm look like know could [ bleep ] weirdo huh thing obvious storag unit sinc rememb went wrong guess technolog involv memori thing head design totel us code jagoff pointless stonewal
7455,29,Morty,: rick unlock vaccin earth die know might time step interrog
7456,29,Rick,: sure impli morty line cross
7457,29,Morty,: yeah well cross everi line bastard tri kill jessica
7458,29,Rick,: okay see two fleshi sac chin morty grab ‘ em rememb code twist give us code man twist harder morty harder okay let go let go let breath want make deal half code half finish
7459,29,Morty,: trust wait f finish
7460,29,Rick,: know
7461,29,Morty,: thought tortur
7462,29,Rick,: oh disappoint tell deal morty kill enemi jack better
